Timestamps,AWS/EC2 NetworkIn,AWS/EC2 NetworkOut,System/Linux MemoryUtilization,AWS/EC2 CPUUtilization
2019-09-15 14:35:00+00:00,56.0,28.0,0,0.0
2019-09-15 14:40:00+00:00,56.0,28.0,0,0.0
2019-09-15 14:45:00+00:00,56.0,28.0,0,0.169491525423719
2019-09-15 14:50:00+00:00,2111.0,2733.0,0,0.0
2019-09-15 14:55:00+00:00,4890.0,6150.0,0,0.166666666666657
2019-09-15 15:00:00+00:00,568.0,458.0,0,0.0
2019-09-15 15:05:00+00:00,1585.0,2165.0,0,0.163934426229499
2019-09-15 15:10:00+00:00,1585.0,2165.0,0,0.163934426229499
2019-09-15 15:15:00+00:00,56.0,28.0,0,0.0
2019-09-15 15:20:00+00:00,274.0,100.0,0,0.0
2019-09-15 15:25:00+00:00,56.0,28.0,0,0.166666666666705
2019-09-15 15:30:00+00:00,938.0,483.0,0,0.0
2019-09-15 15:35:00+00:00,56.0,28.0,0,0.0
2019-09-15 15:40:00+00:00,513197.0,4844.0,0,0.169491525423719
2019-09-15 15:45:00+00:00,56.0,28.0,0,0.0
2019-09-15 15:50:00+00:00,56.0,28.0,0,0.0
2019-09-15 15:55:00+00:00,56.0,28.0,0,0.166666666666657
2019-09-15 16:00:00+00:00,568.0,458.0,0,0.0
2019-09-15 16:05:00+00:00,1585.0,2165.0,0,0.166666666666657
2019-09-15 16:10:00+00:00,2231.0,2849.0,0,0.0
2019-09-15 16:15:00+00:00,16581.0,7546.0,0,0.163934426229545
2019-09-15 16:20:00+00:00,272912.0,8166.0,0,10.4918032786885
2019-09-15 16:25:00+00:00,56.0,28.0,0,0.166666666666705
2019-09-15 16:30:00+00:00,938.0,739.0,0,0.0
2019-09-15 16:35:00+00:00,168.0,201.0,0,0.0
2019-09-15 16:40:00+00:00,56.0,28.0,0,0.166666666666657
2019-09-15 16:45:00+00:00,56.0,28.0,0,0.0
2019-09-15 16:50:00+00:00,56.0,28.0,0,0.0
2019-09-15 16:55:00+00:00,56.0,28.0,0,0.0
2019-09-15 17:00:00+00:00,568.0,514.0,0,0.166666666666657
2019-09-15 17:05:00+00:00,166.0,276.0,0,0.0
2019-09-15 17:10:00+00:00,56.0,28.0,0,0.169491525423719
2019-09-15 17:15:00+00:00,56.0,28.0,0,0.0
2019-09-15 17:20:00+00:00,56.0,28.0,0,0.0
2019-09-15 17:25:00+00:00,56.0,28.0,0,0.0
2019-09-15 17:30:00+00:00,938.0,483.0,0,0.166666666666657
2019-09-15 17:35:00+00:00,56.0,28.0,0,0.0
2019-09-15 17:40:00+00:00,370.0,285.0,0,0.0
2019-09-15 17:45:00+00:00,56.0,28.0,0,0.169491525423767
2019-09-15 17:50:00+00:00,56.0,28.0,0,0.0
2019-09-15 17:55:00+00:00,56.0,28.0,0,0.0
2019-09-15 18:00:00+00:00,568.0,458.0,0,0.166666666666657
2019-09-15 18:05:00+00:00,1585.0,2165.0,0,0.0
2019-09-15 18:10:00+00:00,1585.0,2165.0,0,0.166666666666657
2019-09-15 18:15:00+00:00,56.0,28.0,0,0.0
2019-09-15 18:20:00+00:00,56.0,28.0,0,0.0
2019-09-15 18:25:00+00:00,2111.0,2733.0,0,0.169491525423719
2019-09-15 18:30:00+00:00,938.0,483.0,0,0.0
2019-09-15 18:35:00+00:00,56.0,28.0,0,0.169491525423719
2019-09-15 18:40:00+00:00,56.0,28.0,0,0.0
2019-09-15 18:45:00+00:00,56.0,28.0,0,0.0
2019-09-15 18:50:00+00:00,1569.0,2165.0,0,0.166666666666705
2019-09-15 18:55:00+00:00,1585.0,2165.0,0,0.0
2019-09-15 19:00:00+00:00,568.0,458.0,0,0.166666666666657
2019-09-15 19:05:00+00:00,1647.0,2405.0,0,0.0
2019-09-15 19:10:00+00:00,56.0,28.0,0,0.0
2019-09-15 19:15:00+00:00,220.0,100.0,0,0.163934426229499
2019-09-15 19:20:00+00:00,56.0,28.0,0,0.0
2019-09-15 19:25:00+00:00,436.0,225.0,0,0.0
2019-09-15 19:30:00+00:00,938.0,7317.0,0,0.163934426229499
2019-09-15 19:35:00+00:00,172.0,76.0,0,0.0
2019-09-15 19:40:00+00:00,220.0,100.0,0,0.166666666666657
2019-09-15 19:45:00+00:00,382.0,285.0,0,0.0
2019-09-15 19:50:00+00:00,56.0,28.0,0,0.0
2019-09-15 19:55:00+00:00,56.0,28.0,0,0.163934426229545
2019-09-15 20:00:00+00:00,568.0,458.0,0,0.0
2019-09-15 20:05:00+00:00,56.0,84.0,0,0.0
2019-09-15 20:10:00+00:00,56.0,28.0,0,0.166666666666657
2019-09-15 20:15:00+00:00,16583.0,7494.0,0,0.0
2019-09-15 20:20:00+00:00,56.0,28.0,0,0.0
2019-09-15 20:25:00+00:00,56.0,28.0,0,0.163934426229499
2019-09-15 20:30:00+00:00,1585.0,2165.0,0,0.0
2019-09-15 20:35:00+00:00,2189.0,2761.0,0,0.169491525423719
2019-09-15 20:40:00+00:00,538.0,505.0,0,0.0
2019-09-15 20:45:00+00:00,56.0,80.0,0,0.0
2019-09-15 20:50:00+00:00,56.0,28.0,0,0.169491525423719
2019-09-15 20:55:00+00:00,56.0,28.0,0,0.0
2019-09-15 21:00:00+00:00,568.0,458.0,0,0.0
2019-09-15 21:05:00+00:00,56.0,28.0,0,0.166666666666705
2019-09-15 21:10:00+00:00,56.0,28.0,0,0.0
2019-09-15 21:15:00+00:00,56.0,84.0,0,0.0
2019-09-15 21:20:00+00:00,56.0,28.0,0,0.166666666666657
2019-09-15 21:25:00+00:00,1569.0,2165.0,0,0.0
2019-09-15 21:30:00+00:00,938.0,483.0,0,0.169491525423719
2019-09-15 21:35:00+00:00,220.0,100.0,0,0.0
2019-09-15 21:40:00+00:00,3082.0,4354.0,0,0.166666666666657
2019-09-15 21:45:00+00:00,220.0,100.0,0,0.0
2019-09-15 21:50:00+00:00,436.0,5893.0,0,0.0
2019-09-15 21:55:00+00:00,112.0,3452.0,0,0.163934426229499
2019-09-15 22:00:00+00:00,1585.0,2165.0,0,0.0
2019-09-15 22:05:00+00:00,1585.0,2165.0,0,0.169491525423767
2019-09-15 22:10:00+00:00,3063.0,2925.0,0,0.166666666666657
2019-09-15 22:15:00+00:00,1677.0,2209.0,0,0.166666666666657
2019-09-15 22:20:00+00:00,2906.0,2733.0,0,0.166666666666657
2019-09-15 22:25:00+00:00,56.0,28.0,0,0.0
2019-09-15 22:30:00+00:00,1569.0,2165.0,0,0.0
2019-09-15 22:35:00+00:00,56.0,28.0,0,0.163934426229499
2019-09-15 22:40:00+00:00,56.0,28.0,0,0.0
2019-09-15 22:45:00+00:00,174.0,296.0,0,0.0
2019-09-15 22:50:00+00:00,56.0,28.0,0,0.166666666666705
2019-09-15 22:55:00+00:00,56.0,28.0,0,0.0
2019-09-15 23:00:00+00:00,568.0,458.0,0,0.0
2019-09-15 23:05:00+00:00,6310.0,4386.0,0,0.163934426229499
2019-09-15 23:10:00+00:00,3192.0,2561.0,0,0.0
2019-09-15 23:15:00+00:00,56.0,28.0,0,0.166666666666657
2019-09-15 23:20:00+00:00,1569.0,2165.0,0,0.0
2019-09-15 23:25:00+00:00,56.0,28.0,0,0.163934426229499
2019-09-15 23:30:00+00:00,938.0,483.0,0,0.0
2019-09-15 23:35:00+00:00,224.0,100.0,0,1.1666666666667
2019-09-15 23:40:00+00:00,166.0,276.0,0,0.0
2019-09-15 23:45:00+00:00,166.0,276.0,0,0.169491525423719
2019-09-15 23:50:00+00:00,220.0,100.0,0,0.0
2019-09-15 23:55:00+00:00,56.0,28.0,0,0.166666666666657
2019-09-16 00:00:00+00:00,568.0,514.0,0,0.0
2019-09-16 00:05:00+00:00,56.0,28.0,0,0.0
2019-09-16 00:10:00+00:00,56.0,28.0,0,0.166666666666657
2019-09-16 00:15:00+00:00,56.0,28.0,0,0.0
2019-09-16 00:20:00+00:00,56.0,28.0,0,0.0
2019-09-16 00:25:00+00:00,1391.0,2025.0,0,0.169491525423719
2019-09-16 00:30:00+00:00,2189.0,2761.0,0,0.0
2019-09-16 00:35:00+00:00,222.0,348.0,0,0.0
2019-09-16 00:40:00+00:00,346.0,420.0,0,0.163934426229545
2019-09-16 00:45:00+00:00,56.0,28.0,0,0.0
2019-09-16 00:50:00+00:00,56.0,28.0,0,0.0
2019-09-16 00:55:00+00:00,394.0,289.0,0,0.169491525423719
2019-09-16 01:00:00+00:00,2202.0,1949.0,0,0.0
2019-09-16 01:05:00+00:00,220.0,100.0,0,0.166666666666657
2019-09-16 01:10:00+00:00,1979.0,2733.0,0,0.0
2019-09-16 01:15:00+00:00,56.0,28.0,0,0.169491525423719
2019-09-16 01:20:00+00:00,56.0,28.0,0,0.0
2019-09-16 01:25:00+00:00,626.0,349.0,0,0.0
2019-09-16 01:30:00+00:00,2070.0,3184.0,0,0.166666666666657
2019-09-16 01:35:00+00:00,56.0,28.0,0,0.0
2019-09-16 01:40:00+00:00,56.0,28.0,0,0.0
2019-09-16 01:45:00+00:00,394.0,285.0,0,0.166666666666705
2019-09-16 01:50:00+00:00,56.0,28.0,0,0.0
2019-09-16 01:55:00+00:00,56.0,84.0,0,0.0
2019-09-16 02:00:00+00:00,1569.0,2165.0,0,0.166666666666657
2019-09-16 02:05:00+00:00,56.0,28.0,0,0.0
2019-09-16 02:10:00+00:00,16583.0,7442.0,0,0.169491525423719
2019-09-16 02:15:00+00:00,1569.0,2165.0,0,0.0
2019-09-16 02:20:00+00:00,56.0,28.0,0,0.0
2019-09-16 02:25:00+00:00,56.0,28.0,0,0.163934426229499
2019-09-16 02:30:00+00:00,938.0,483.0,0,0.0
2019-09-16 02:35:00+00:00,220.0,100.0,0,0.0
2019-09-16 02:40:00+00:00,56.0,28.0,0,0.166666666666657
2019-09-16 02:45:00+00:00,56.0,28.0,0,0.0
2019-09-16 02:50:00+00:00,220.0,100.0,0,0.0
2019-09-16 02:55:00+00:00,56.0,28.0,0,0.166666666666705
2019-09-16 03:00:00+00:00,1777.0,1869.0,0,0.0
2019-09-16 03:05:00+00:00,1843.0,2165.0,0,0.169491525423719
2019-09-16 03:10:00+00:00,1671.0,1994.0,0,0.166666666666657
2019-09-16 03:15:00+00:00,1909.0,1973.0,0,0.0
2019-09-16 03:20:00+00:00,166.0,276.0,0,0.0
2019-09-16 03:25:00+00:00,56.0,72.0,0,0.166666666666657
2019-09-16 03:30:00+00:00,938.0,483.0,0,0.0
2019-09-16 03:35:00+00:00,56.0,28.0,0,0.0
2019-09-16 03:40:00+00:00,166.0,320.0,0,0.163934426229499
2019-09-16 03:45:00+00:00,56.0,28.0,0,0.0
2019-09-16 03:50:00+00:00,1585.0,2165.0,0,0.0
2019-09-16 03:55:00+00:00,56.0,84.0,0,0.166666666666705
2019-09-16 04:00:00+00:00,568.0,458.0,0,0.0
2019-09-16 04:05:00+00:00,56.0,28.0,0,0.0
2019-09-16 04:10:00+00:00,56.0,28.0,0,0.166666666666657
2019-09-16 04:15:00+00:00,220.0,100.0,0,0.0
2019-09-16 04:20:00+00:00,56.0,28.0,0,0.0
2019-09-16 04:25:00+00:00,56.0,28.0,0,0.166666666666657
2019-09-16 04:30:00+00:00,938.0,483.0,0,0.0
2019-09-16 04:35:00+00:00,56.0,28.0,0,0.0
2019-09-16 04:40:00+00:00,56.0,28.0,0,0.169491525423719
2019-09-16 04:45:00+00:00,450.0,261.0,0,0.0
2019-09-16 04:50:00+00:00,492.0,9317.0,0,0.0
2019-09-16 04:55:00+00:00,112.0,1188.0,0,0.166666666666657
2019-09-16 05:00:00+00:00,568.0,458.0,0,0.0
2019-09-16 05:05:00+00:00,1733.0,2237.0,0,0.163934426229545
2019-09-16 05:10:00+00:00,56.0,28.0,0,0.0
2019-09-16 05:15:00+00:00,56.0,28.0,0,0.0
2019-09-16 05:20:00+00:00,220.0,100.0,0,0.163934426229499
2019-09-16 05:25:00+00:00,220.0,100.0,0,0.0
2019-09-16 05:30:00+00:00,938.0,483.0,0,0.0
2019-09-16 05:35:00+00:00,394.0,233.0,0,0.169491525423719
2019-09-16 05:40:00+00:00,56.0,28.0,0,0.0
2019-09-16 05:45:00+00:00,56.0,28.0,0,0.0
2019-09-16 05:50:00+00:00,56.0,84.0,0,0.163934426229499
2019-09-16 05:55:00+00:00,56.0,28.0,0,0.0
2019-09-16 06:00:00+00:00,2081.0,2595.0,0,0.166666666666657
2019-09-16 06:05:00+00:00,2918.0,2733.0,0,0.0
2019-09-16 06:10:00+00:00,578.0,1417.0,0,0.166666666666705
2019-09-16 06:15:00+00:00,492.0,9317.0,0,0.0
2019-09-16 06:20:00+00:00,2032451.0,40979.0,0,5.49999999999997
2019-09-16 06:25:00+00:00,87412554.0,201176.0,0,38.8333333333333
2019-09-16 06:30:00+00:00,148437942.0,2677138.0,0,58.0
2019-09-16 06:35:00+00:00,13534.0,9780.0,0,2.16666666666659
2019-09-16 06:40:00+00:00,379896.0,57799.0,0,6.94915254237282
2019-09-16 06:45:00+00:00,23418.0,26140.0,0,2.45901639344262
2019-09-16 06:50:00+00:00,6734.0,36004.0,0,5.33333333333331
2019-09-16 06:55:00+00:00,220.0,188.0,0,0.169491525423767
2019-09-16 07:00:00+00:00,568.0,458.0,0,0.0
2019-09-16 07:05:00+00:00,480.0,1417.0,0,0.0
2019-09-16 07:10:00+00:00,56.0,28.0,0,0.163934426229545
2019-09-16 07:15:00+00:00,56.0,28.0,0,0.0
2019-09-16 07:20:00+00:00,56.0,28.0,0,0.0
2019-09-16 07:25:00+00:00,56.0,28.0,0,0.16666666666661
2019-09-16 07:30:00+00:00,938.0,483.0,0,0.0
2019-09-16 07:35:00+00:00,56.0,28.0,0,0.0
2019-09-16 07:40:00+00:00,56.0,28.0,0,0.166666666666705
2019-09-16 07:45:00+00:00,578.0,1417.0,0,0.0
2019-09-16 07:50:00+00:00,56.0,28.0,0,0.0
2019-09-16 07:55:00+00:00,174.0,344.0,0,0.16666666666661
2019-09-16 08:00:00+00:00,16583.0,7494.0,0,0.0
2019-09-16 08:05:00+00:00,56.0,28.0,0,0.166666666666705
2019-09-16 08:10:00+00:00,2456.0,3329.0,0,0.0
2019-09-16 08:15:00+00:00,56.0,28.0,0,0.0
2019-09-16 08:20:00+00:00,56.0,28.0,0,0.169491525423767
2019-09-16 08:25:00+00:00,56.0,28.0,0,0.0
2019-09-16 08:30:00+00:00,3206516.0,78079.0,0,2.16666666666669
2019-09-16 08:35:00+00:00,27184.0,54936.0,0,100.0
2019-09-16 08:40:00+00:00,12860.0,42236.0,0,100.0
2019-09-16 08:45:00+00:00,15131.0,42741.0,0,100.0
2019-09-16 08:50:00+00:00,17625.0,26136.0,0,0.163934426229359
2019-09-16 08:55:00+00:00,1569.0,2217.0,0,0.0
2019-09-16 09:00:00+00:00,568.0,510.0,0,0.166666666666705
2019-09-16 09:05:00+00:00,220.0,100.0,0,0.0
2019-09-16 09:10:00+00:00,56.0,28.0,0,0.169491525423767
2019-09-16 09:15:00+00:00,56.0,28.0,0,0.0
2019-09-16 09:20:00+00:00,56.0,28.0,0,0.0
2019-09-16 09:25:00+00:00,56.0,28.0,0,0.0
2019-09-16 09:30:00+00:00,938.0,483.0,0,0.166666666666705
2019-09-16 09:35:00+00:00,170.0,320.0,0,0.0
2019-09-16 09:40:00+00:00,56.0,28.0,0,0.0
2019-09-16 09:45:00+00:00,56.0,28.0,0,0.166666666666705
2019-09-16 09:50:00+00:00,56.0,84.0,0,0.0
2019-09-16 09:55:00+00:00,220.0,100.0,0,0.0
2019-09-16 10:00:00+00:00,568.0,458.0,0,0.163934426229359
2019-09-16 10:05:00+00:00,5763.0,7293.0,0,1.00000000000004
2019-09-16 10:10:00+00:00,12724.0,7612.0,0,0.169491525423767
2019-09-16 10:15:00+00:00,14973.0,11124.0,0,0.847457627118644
2019-09-16 10:20:00+00:00,2814.0,3465.0,0,0.163934426229545
2019-09-16 10:25:00+00:00,2460.0,3877.0,0,0.166666666666705
2019-09-16 10:30:00+00:00,938.0,483.0,0,0.163934426229545
2019-09-16 10:35:00+00:00,220.0,232.0,0,0.166666666666515
